iter	Passed	Remaining
407	5753	1297
408	5768	1283
409	5782	1269
410	5796	1255
411	5811	1241
412	5826	1227
413	5840	1213
414	5854	1199
415	5868	1185
416	5883	1171
417	5897	1156
418	5911	1142
419	5925	1128
420	5940	1114
421	5954	1100
422	5968	1086
423	5982	1072
424	5997	1058
425	6011	1044
426	6025	1030
427	6039	1016
428	6054	1001
429	6068	987
430	6082	973
431	6096	959
432	6110	945
433	6125	931
434	6139	917
435	6153	903
436	6168	889
437	6182	875
438	6196	860
439	6210	846
440	6224	832
441	6238	818
442	6252	804
443	6267	790
444	6281	776
445	6295	762
446	6309	748
447	6324	734
448	6338	719
449	6352	705
450	6366	691
451	6380	677
452	6395	663
453	6409	649
454	6423	635
455	6437	621
456	6452	607
457	6466	592
458	6480	578
459	6494	564
460	6508	550
461	6522	536
462	6537	522
463	6551	508
464	6565	494
465	6580	480
466	6594	465
467	6608	451
468	6622	437
469	6637	423
470	6651	409
471	6665	395
472	6679	381
473	6694	367
474	6708	353
475	6722	338
476	6736	324
477	6750	310
478	6765	296
479	6779	282
480	6793	268
481	6807	254
482	6822	240
483	6836	225
484	6850	211
485	6864	197
486	6878	183
487	6892	169
488	6907	155
489	6921	141
490	6935	127
491	6949	112
492	6963	98
493	6978	84
494	6992	70
495	7006	56
496	7020	42
497	7034	28
498	7049	14
499	7063	0
